1. Events in the passive voice,2. Nominalized events,3. Events in a subordinate clause,4. Events in a condition,5. Events that are counterfactuals,6. Events that are in direct speech,7. Events that are in indirect speech,8. Events that come with a citation,9. Events that are paraphrased,10. Dates,11. Tense of the verbs in the text,12. Aspectual markers of the verbs,13. Events that are in the future and speculative,text,6. Events in direct speech,7. Events in indirect speech,11. Tense of the verbs,12. Aspectual markers,4. Events that are in a condition,"12. Aspectual markers of the verbs"": {""was"
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Maggie was a pregnant lady.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past continuous""","""continuous""","""no""",One morning she was trying to brush her teeth.,,,,,,
"""no""","""no""","""yes""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""none""","""no""","No matter what she did, the toothbrush made her gag. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The more she tried the more nausea she felt.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""no specific aspectual markers noted""]","""no""",She eventually gave up and just used mouthwash. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",I carried a pocket watch in college.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""simple""","""no""",My friend thought it was interesting.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""""","""no""",She asked me to buy one for her boyfriend.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","He did not find it interesting, and did not wear it. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""end of the school year""","""past""","""simple aspect""","""no""",They broke up by the end of the school year. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Continuous""","""No""",Julie was struggling in Calculus.,,,,,,
"""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She needed a C on the final exam to pass the class.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She studied for many hours.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""","When she sat down to take the exam, her mind went blank. ",,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past Simple""","""Simple (no aspectual markers)""","""No""",She failed the exam and the class. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",A couple 's internet went out.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",They called the cable company.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",They sent someone to fix it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers""","""no""",It took the repairman forever.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",The couple complained. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Bill loved to play in the forest.,,,,,,
"""No""","""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""","One day, while playing a game, bill got himself lost. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""simple aspect""","""no""",He walked around the forest for hours.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers""","""no""","Finally, his mother came into the forest and brought bill back home. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Bill was happy to be home with his mother! ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Rick never smoked in his life.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",His friends invited him to play poker.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Everyone but Rick smoked cigars.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""decided (perfective aspect)""]","""yes""",Rick decided to try smoking a cigar.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past (was), present progressive (is being)""","""progressive aspect ('is being')""","""no""",He was immediately hooked and is now a cigar enthusiast. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple""]","""no""",Lexie was so excited for Halloween.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She dressed up as a pony.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She went to lots of houses to get candy.,,,,,,
"""Yes""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",Lexi got scared by a boy in a scary mask.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""simple aspect""","""yes""",She never wants to participate in Halloween again. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past Progressive""","""Progressive ('doing')""","""No""",Erica was doing the dishes.,,,,,,
,,,,,,,,,,,,,She slipped on a wet spot on the ground.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""past continuous ('was holding')""","""no""",She broke a plate that she was holding in her hand.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She cleaned up the mess of broken ceramic.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","Afterwards, she mopped up the wet spot.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Josh loved to eat steak.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",His wife did not like steak.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Josh wanted to get a good steak.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",He left his wife to go to the steakhouse.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""progressive (is filing)""","""no""",Now he is filing for divorce. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past continuous""","""progressive (was doing)""","""no""",Tom was doing a report on Jewish culture.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",He decided to go to a local temple to find out more about it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""simple""]","""no""",He stayed for a sermon and talked to people there.,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Tom heard many rich experiences.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He gave a copy of his report to everyone he interviewed. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""past time reference ('needed', 'did n't have')""","""no""",Samantha really needed a haircut but did n't have much money.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""perfective""","""no""","She asked her parents, but they did n't have much money either. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She came up with an idea to raffle off her radio at school.,,,,,,
,,,,,,,,,,,,,She sold 85 tickets at a quarter a piece.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""","It was just enough for a haircut, and now she looks swell!  ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Matt was on a train with his girlfriend.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",They arrived at their destination and got off the train.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple past""","""No""","Five minutes later, Matt 's girlfriend realized she forgot her phone.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",They had to drive really far to get her phone.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Matt was annoyed and frustrated with the situation. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Martha bought groceries and proceeded to go home.,,,,,,
"""No""","""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""",,"""No""",When she carried in her groceries she saw the bag leaking.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""",The carton of eggs were squished.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Martha went back to the grocery store.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""was able to""","""no""",She was able to get another carton of eggs for free. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Ellie lived on a potato farm.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",One year she decided to farm lettuce too.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The potatoes grew very well.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""",The lettuce did not grow at all.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""yes""",Ellie decided to stick to potato farming in the future. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""stative aspect (wanted)""","""yes""",Tammy always wanted to be a trick rider at the circus.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""habitual (every day)""","""no""",She practiced riding her pony every day.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""","One summer, she auditioned for a part at the local fair. ",,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""None""","""No""",She was so nervous at tryouts that she forgot her routine.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past simple""",[],"""no""",She did n't get the part. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Zoltan was a very rich man.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""had (indicating possession or acquisition in the past)""","""no""",He had all the tools to control people.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""",One day a peasant worker was waiting for Lord Zoltan.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Zoltan decided not to give the peasant any work.,,,,,,
